X,Y
-91.321816566625714,85.656027686874538
-92.434576787543634,88.86272865481925
-96.144875801610823,91.663072475978723
-91.342438825913447,89.009117824435606
-92.861337508895147,88.47332501449057
-96.144875801610823,91.663072475978723
-93.227523866504797,90.414252001241266
-94.616268528898118,89.88656784635242
-94.643953365259833,89.658089523694926
-90.738598928944327,87.055886514419427
-97.041849397835122,91.115407376421331
-96.044461809774148,92.235723349310348
-90.541780200941815,87.382164896857759
-94.472362856024745,89.271306574812144
-91.884210593170124,88.412981065766388
-95.037003563003793,91.331772949350807
-94.129235111038497,89.594846636564782
-92.0204692251382,87.836670329151701
-89.952173002089935,86.984807114645108
-92.474108879114539,88.41301174951144
-95.902535266919699,92.069467878077702
-93.469915951172709,90.109285283977911
-91.49358818065663,87.87008492582433
-96.075241923003716,91.823524752959912
-96.144875801610823,91.663072475978723
-90.977646375252505,87.331234464290873
-94.47303444482877,90.351377226268255
-90.746809130014739,87.193343016826091
-90.738767757919874,88.113323912484148
-93.949900688456481,89.364471311490675
-92.125426991337847,88.562977800408703
-93.940342596009003,90.716870972034513
-91.540015818103029,87.833972215588361
-94.852222223418352,90.472781575870599
-93.940342596009003,90.716870972034513
-91.991277023644088,88.115670137763075
-91.078067549139405,89.284643505556403
-96.153230858808826,91.01945054942064
-97.375385553837702,91.570276589903912
-91.924584012858318,88.654314071096564
-96.432367663052148,92.322846503876647
-94.215640220883316,89.566440707044805
-94.323003497112026,89.651169558460026
-91.199602519741035,86.345594527168558
-95.588922870141317,92.497116340532443
-93.148857943188204,88.83110374063628
-97.25945556316843,91.410699332525567
-90.977646375252505,87.331234464290873
-97.498079104821684,91.171208971224829
-91.216738282640023,87.721799011708583
-95.847358301324192,92.306272078082515
-91.085158450089878,87.729770079333079
-94.066423456397828,89.997544791064996
-92.360613614095186,87.025838730781416
-94.406554483771572,89.896957413760163
-96.29265786294954,91.722866678503223
-91.126697820817725,87.136143993558505
-91.380908118236093,87.396431524342361
-95.847358301324192,92.306272078082515
-96.348084000814268,91.895820986246477
-93.140561952803182,89.768870403203493
-96.040474237950662,93.103287793889749
-93.257174570795428,88.898596518765757
-96.37185941188558,92.312244274172684
-94.128095380577619,89.700791084844056
-93.842516181412591,89.733064119104156
-95.077758233560715,90.710935286854635
-90.686001381456435,86.802928032177803
-93.357006613372803,88.963009562037229
-94.215640220883316,89.566440707044805
-91.286472167421707,85.742392251586509
-92.196312190674561,87.946706292490404
-92.196312190674561,87.946706292490404
-96.418884901926262,92.2074151179079
-91.084819872594011,87.523566964403628
-91.520857029779322,86.32864009891604
-91.624573588353471,89.343530698792947
-93.842516181412591,89.733064119104156
-91.147453294563633,86.948938953159228
-90.697973985943889,87.489738082739549
-91.270614145996063,88.05125584164341
-90.942499064054758,88.377730297153121
-93.173253111481245,88.637457390950487
-92.020302669662229,86.185779873013232
-94.764927759870417,90.016171715956048
-90.927935358843214,86.220098876810596
-93.148857943188204,88.83110374063628
-94.450847263882366,89.841907899562997
-92.155579971042386,86.289091641437309
-93.965225007419079,90.87068095880997
-94.583101556007236,90.777441786541814
-91.473302576246212,87.543059541706199
-93.145612402737797,88.745970571269297
-91.436680975830186,87.765173405174011
-90.942499064054758,88.377730297153121
-96.308138771321381,92.70352421308688
-91.846455275717233,87.773355729428602
-92.090051051196369,88.421697868762038
-92.82545966001635,88.427543228490663
-90.800980170009396,88.561491692265051
-96.343248779232866,91.6186523376888
-96.153230858808826,91.01945054942064
-90.800980170009396,88.561491692265051
-93.309419161936745,88.938076069040576
-94.14332117917381,89.116590035814284
-90.895866199096275,87.185650798117621
-95.345834975089332,91.366571658040669
-91.055237606904669,87.469283800140829
-96.250018655722798,91.811939232008129
-94.446153607153477,89.746885074927164
-93.940342596009003,90.716870972034513
-90.854622952851855,88.137673392134417
-96.230776404835638,92.993884144183824
-90.662528031243227,86.76380411158749
-92.228831049202498,87.979316397939428
-94.253246750281519,88.987824664918989
-92.430493663291415,85.622090418980235
-92.435217643210279,88.803644235345232
-94.646170610403416,90.644805290341665
-91.921440469364867,88.370316003487204
-90.337923359557252,87.74527945844163
-90.842364667161036,87.285387873722456
-90.942499064054758,88.377730297153121
-94.094678909001473,89.137985981877733
-90.426203065946879,87.638148803331134
-96.897318653376956,90.999434183804468
-91.036608143603942,87.192909291146123
-90.595539612284966,86.790108087577167
-90.747339640887603,86.691064668964174
-94.28991731022856,89.720438859454831
-90.326219073091977,87.70016428481398
-93.368576600126048,89.243062489102314
-90.705453795049635,86.645444389993685
-90.977646375252505,87.331234464290873
-96.87911276768412,91.059412731719021
-92.006280409365942,88.499346739040305
-90.662528031243227,86.76380411158749
-96.364166612430495,91.713062671276802
-96.358867278150953,92.472010258553553
-91.469765911692932,87.789968634201841
-94.270752525336093,89.521454304378054
-96.70811197370638,92.562495985807431
-91.520857029779322,86.32864009891604
-92.296088126319944,88.057517502276582
-91.055237606904669,87.469283800140829
